Object_ID;class;height_cm;weight_kg;body fat_%;diastolic;systolic;gripforce;sit and bend forward_cm;sit-ups counts;broad jump_cm;age;gender
5244;Common-C;177.2;77.2;23.2;75;117;48.8;15.9;39;223;26;1
5245;Common-C;182;80.2;24;80;135;52.5;8.8;52;185;29;1
5246;Good-B;170.7;68.9;14;65;115;44.9;14;47;233;26;1
5247;Good-B;165.1;73.8;36;76;117;35.2;21.2;34;170;31;0
5248;Excellent-A;170.6;66.5;14.7;86;140;49.4;19;57;263;25;1
5249;Poor-D;154.6;58.8;34.6;63;133;22.3;3.2;9;100;64;0
5250;Good-B;155.2;63.2;32.3;80;130;24.3;21.2;36;155;22;0
5251;Good-B;177.9;83.8;18.4;80;143;47.7;18.8;54;226;24;1
5252;Common-C;167.7;67.9;22.1;94;144;38.5;4.6;47;225;57;1
5253;Excellent-A;177.6;69.6;12;78;129;50.4;23.9;50;227;43;1
5254;Common-C;180.4;79.1;24.1;85;142;46.4;7.2;47;234;29;1
5255;Poor-D;186.6;103.26;26;83;143;44.7;3;37;184;52;1
5256;Good-B;170.1;71.2;14.6;69;127;42.1;24.8;61;290;22;1
5257;Common-C;153.4;48.6;26.3;74;118;19.1;13.6;29;142;26;0
5258;Good-B;165.6;70;17.8;77;136;40;10.8;40;200;58;1
5259;Common-C;160.4;53.5;8.3;78;131;28.3;11.7;22;161;63;1
5260;Excellent-A;164.3;65.9;22.1;76;135;36.9;12.7;45;198;62;1
5261;Common-C;162.1;53;24.3;74;126;21.2;14.4;21;144;25;0
5262;Common-C;168.4;72.1;21.5;89;153;39.1;4.1;40;158;61;1
5263;Good-B;179.2;72.4;13.6;81;139;53.3;20.2;51;240;21;1
5264;Common-C;172.5;65.8;17.4;92;124;51.7;11.3;32;220;41;1
5265;Excellent-A;175;71.7;10.7;81;133;44.7;23.4;53;234;26;1
5266;Common-C;171.6;69.8;21.3;82;131;45;7.1;42;211;28;1
5267;Good-B;177;83;27.1;81;123;44.8;18.9;48;230;42;1
5268;Poor-D;170;69.3;27.6;68;123;25.9;10.2;47;207;27;1
5269;Good-B;181.9;70.02;14.6;83;142;42.4;14.2;56;245;21;1
5270;Common-C;166.6;68.1;17.4;86;156;41.9;13.9;38;203;32;1
5271;Common-C;163.1;63.3;33.7;70;117;28;13;42;121;30;0
5272;Poor-D;170.2;79.3;27.3;81;133;43;-3.7;35;196;34;1
5273;Poor-D;160.2;65.1;39.9;74;130;28.3;11.2;7;113;41;0
5274;Common-C;178.5;91.6;24.7;96;145;39.1;10.9;31;170;52;1
5275;Good-B;173.4;72.7;14.9;79;125;43.1;20;59;219;46;1
5276;Excellent-A;167.5;56.2;26.1;86;125;26.5;19.4;42;151;31;0
5277;Excellent-A;155.5;53.3;26.8;63;105;18.4;19.6;24;147;53;0
5278;Poor-D;170.2;80.1;28.4;87;142;49.4;9.9;39;179;39;1
5279;Common-C;172.5;64.4;16.5;81;136;44.7;8.7;30;211;45;1
5280;Good-B;163.1;48.4;21.1;68;115;18.9;22.7;42;178;24;0
5281;Good-B;172.3;82.5;17.3;77;121;50.6;20.5;58;227;25;1
5282;Good-B;156.7;58.1;34.7;70;138;27.1;18.6;43;166;23;0
5283;Poor-D;179.4;89.74;30.1;77;133;32.5;17.2;23;162;60;1
5284;Common-C;176.9;76.6;13.5;81;137;53.5;32;56;262;27;1
5285;Common-C;185.8;94.1;22.7;96;149;50.4;9.4;50;190;22;1
5286;Common-C;183.4;81.1;16.6;68;127;57.4;12.2;59;253;34;1
5287;Poor-D;161.8;59.7;36.4;82;127;21.6;0.5;10;123;46;0
5288;Good-B;170.4;66;19.6;86;124;35.4;12;25;164;64;1
5289;Good-B;161.7;60;29.9;73;121;25.7;18.8;20;141;62;0
5290;Good-B;172.6;71.2;17.8;87;142;53.4;13.2;40;215;48;1
5291;Excellent-A;164.3;65.86;18.5;69;112;34.3;11.8;38;169;62;1
5292;Excellent-A;179.9;75.1;16.5;80;145;47.8;19.3;56;240;26;1
5293;Common-C;178.2;83.1;17.6;72;120;46.4;15;57;188;29;1
5294;Poor-D;178;74.6;22;90;148;35.7;7;40;215;42;1
5295;Common-C;167.2;61.4;18.8;76;117;35.1;7.6;49;240;24;1
5296;Good-B;174.7;67.5;14.7;94;158;51.1;11.7;43;199;43;1
5297;Excellent-A;162;61.5;24;75;117;28.5;22;46;214;41;1
5298;Common-C;165;64.3;25.4;75;123;49;16.1;55;218;27;1
5299;Good-B;172.3;71.44;20.1;75;125;38.6;16;57;215;30;1
5300;Poor-D;167.3;76;27.3;87;146;33.2;7;45;160;55;1
5301;Excellent-A;159.3;55;27.4;74;127;27;30.5;48;158;24;0
5302;Excellent-A;175.1;69.9;14.7;93;157;43.2;20.5;45;232;43;1
5303;Common-C;173.4;60.4;14.2;92;129;38.8;12.8;42;212;21;1
5304;Common-C;161.6;57.3;27.3;77;122;20.9;19.8;31;166;36;0
5305;Poor-D;180.6;78.4;21.5;98;156;54;9.9;52;211;26;1
5306;Common-C;181.3;69.2;9;89;148;51.8;19.6;43;224;24;1
5307;Good-B;163.5;65.8;32.1;89;147;32.3;20.1;20;149;52;0
5308;Good-B;181.2;95.1;27.6;83;130;51.9;16.4;41;208;37;1
5309;Excellent-A;161;55.9;28.2;81;132;27.5;27.1;45;180;22;0
5310;Poor-D;169.3;66.2;25;60;117;33.6;-5;16;175;62;1
5311;Excellent-A;162.1;52.7;28.7;79;124;26.4;21.6;59;167;21;0
5312;Poor-D;183;72.9;16.3;64;128;48.9;2.1;42;212;22;1
5313;Common-C;175.2;70.8;20.5;97;147;39.1;5.6;45;201;28;1
5314;Poor-D;167.9;57.6;20.6;78;143;23.5;7.4;44;148;22;0
5315;Common-C;159.9;57.8;22.7;87;141;43;16.2;19;159;60;1
5316;Common-C;156.1;51.9;23.6;52;113;17.4;19.8;12;123;58;0
5317;Common-C;172.1;77.5;20.4;98;150;55.1;16.3;43;239;41;1
5318;Excellent-A;161.1;51.2;24.8;90;135;30.7;22.4;38;173;24;0
5319;Good-B;151.9;59.6;39.2;80;139;24.8;19.4;19.4;136;53;0
5320;Common-C;153.3;54.6;26.7;75;127;25.7;19.1;37;152;30;0
5321;Excellent-A;175.6;75.9;5.5;80;120;47.2;19.8;59;248;29;1
5322;Excellent-A;171.2;70.9;17.1;90;136;44.9;12.5;44;203;63;1
5323;Excellent-A;175.3;74.3;22.8;81;145;48;16;60;230;25;1
5324;Excellent-A;174.8;74;15.4;86;155;46.7;16.9;71;235;38;1
5325;Good-B;162.5;52.3;25.6;73;116;25.2;16.8;29;148;28;0
5326;Common-C;179.4;67.4;19.5;76;128;42.9;8.6;48;219;28;1
5327;Excellent-A;172.7;77.9;12.1;98;155;48.9;16.8;55;245;23;1
5328;Common-C;156.8;57.3;26.8;76;114;22.4;26.5;38;153;28;0
5329;Good-B;184.5;81.5;21.5;91;151;36.7;11.7;47;227;27;1
5330;Common-C;168.5;61.6;20.1;86;117;32.9;9.1;41;226;48;1
5331;Excellent-A;163.9;53.68;15.9;75;115;32.3;26.6;56;162;26;0
5332;Poor-D;158.7;50.7;31.7;61;106;15.6;-2.7;24;120;38;0
5333;Poor-D;168;73.1;28;94;156;33.2;2.3;33;167;53;1
5334;Good-B;161.4;54.5;30.2;73;129;25;17.1;36;137;22;0
5335;Common-C;179.4;103.6;23.6;83;148;50.9;9.6;43;206;31;1
5336;Excellent-A;171.5;72.9;13.1;63;111;52.6;20.1;64;254;33;1
5337;Excellent-A;170.2;55.1;16;85;124;26.7;26.2;44;186;21;0
5338;Excellent-A;157.3;52.2;30.1;90;145;23.3;19.2;40;156;36;0
5339;Common-C;162.3;54.2;23.1;57;109;20.9;15.7;16;142;55;0
5340;Poor-D;172.7;88.3;27.2;71;121;38.7;20.6;60;197;24;1
5341;Poor-D;153.3;50.7;33.4;83;124;17.5;17.6;22;134;22;0
5342;Common-C;176;76.3;16.5;86;134;54.2;8.7;54;200;22;1
5343;Poor-D;178.2;78.8;23.8;98;152;37.4;19.9;41;182;59;1
5344;Excellent-A;163.8;55.1;22.8;76;124;30;23.8;44;181;31;0
5345;Poor-D;163.4;72.6;28.2;61;117;39.7;-1.4;36;168;33;1
5346;Excellent-A;182.8;76.4;8.8;72;132;56.3;19.6;57;228;30;1
5347;Poor-D;169.8;74.8;28.2;65;146;29.8;-1.4;40;177;21;1
5348;Poor-D;162.5;74.1;35.28637;80;140;36.2;20.6;23;152;46;0
5349;Poor-D;177.7;63.6;11.1;63;107;44.9;3.5;44;247;21;1
5350;Excellent-A;151.9;45;27.7;75;117;22.7;27.6;54;184;22;0
5351;Excellent-A;162;53.6;27;72;115;28.2;21;35;155;36;0
5352;Common-C;166.1;62.5;31.2;70;113;23.8;14;32;149;25;0
5353;Common-C;172.6;82.1;23.1;101;152;41.2;11.1;48;215;21;1
5354;Good-B;163.5;58.6;25;74;117;27.3;17.3;29;181;25;0
5355;Common-C;180.7;76;11.7;78;117;54.2;17.1;60;239;23;1
5356;Good-B;165.7;63.3;16.7;78;121;37;12.2;40;216;45;1
5357;Common-C;156.2;46.5;29.2;75;124;26.2;14;25;177;26;0
5358;Poor-D;161.4;68.86;33.8;90;158;26.2;11.2;16;121;62;0
5359;Excellent-A;181;66.8;12.5;75;116;42.9;14.9;57;239;28;1
5360;Excellent-A;166.4;58.04;27.4;55;107;31.6;20.1;42;175;25;0
5361;Good-B;168.6;69.9;17.4;85;146;38.5;19.1;49;223;21;1
5362;Excellent-A;169.4;71.2;17.08;96;156;52.7;19.3;44;200;54;1
5363;Good-B;183.9;82.6;20.7;91;131;45.4;11.7;46;190;39;1
5364;Poor-D;167.4;73.1;26.1;93;148;35;9.3;40;213;48;1
5365;Poor-D;166.6;66.4;37.8;85;122;18.7;18.5;15;132;27;0
5366;Excellent-A;177.2;70.4;17.1;71;131;41.3;14.2;54;225;37;1
5367;Good-B;180;68.6;10.2;75;135;52.1;14.2;46;213;47;1
5368;Excellent-A;165.9;60.32;30;80;128;27.6;21.7;34;173;48;0
5369;Good-B;149.6;46.7;32.5;65;107;20.7;16.1;20;135;55;0
5370;Poor-D;165.2;56.04;31.1;64;100;18.2;1;34;149;23;0
5371;Poor-D;177.3;67;16.8;81;122;43.4;3.4;26;219;21;1
5372;Good-B;176;66.1;13.9;70;120;48.3;10.1;43;205;30;1
5373;Poor-D;157.2;55.8;30.1;91;143;31.1;25.6;8;137;59;0
5374;Common-C;177.9;65.4;14.1;81;123;38.5;11.8;48;235;21;1
5375;Common-C;168.3;72.6;21.2;74;116;41.1;7.5;38;220;37;1
5376;Good-B;170.7;74.3;25.4;76;109;45;15.7;40;205;39;1
5377;Common-C;183.8;86.2;20.63538;89;125;50.9;8.4;50;214;21;1
5378;Common-C;167.7;68.9;22.7;73;124;38.4;17.6;44;212;24;1
5379;Poor-D;164.2;50.4;26.6;69;108;25.2;8.5;25;163;25;0
5380;Poor-D;171.8;63.8;16.6;79;108;44.9;5;38;215;24;1
5381;Good-B;150;50.3;29.6;87;130;21.4;18;23;135;51;0
5382;Common-C;171.4;79.9;24.2;77;125;38.2;16;54;214;21;1
5383;Excellent-A;182;82.9;20.3;76;128;48.8;16.6;50;232;36;1
5384;Common-C;163.9;46;25;56;106;21.7;15.6;38;181;23;0
5385;Common-C;165.8;61.6;34.9;60;114;24.6;10.3;29;151;21;0
5386;Poor-D;184.7;66.8;20.1;82;138;36.1;-1.1;42;208;21;1
5387;Common-C;193.8;93.4;19.4;77;133;52.5;11;54;230;30;1
5388;Excellent-A;178.4;84.8;34.2;86;152;38.2;15.4;61;190;26;1
5389;Excellent-A;163.2;52.3;18.7;68;111;28.7;26;56;201;25;0
5390;Common-C;179.5;71.7;16;78;125;49.2;10.9;46;183;27;1
5391;Excellent-A;168.5;49.44;15.9;70;116;25.2;21.4;47;182;27;0
5392;Poor-D;162.1;73;48.2;85;146;26.2;10.3;19;157;21;0
5393;Excellent-A;173.3;68.2;12.8;74;135;43.8;21.7;59;219;37;1
5394;Poor-D;167;57.4;18.8;66;98;35.7;-7.5;20;160;44;1
5395;Good-B;165.9;61.3;21.5;75;127;41.3;17;29;206;60;1
5396;Excellent-A;166.7;62.8;17.9;83;133;35.6;14.7;45;237;40;1
5397;Excellent-A;152.6;50.9;31.8;62;103;27.2;22.3;50;157;29;0
5398;Poor-D;166.1;51.1;24.4;80;125;20.8;27.9;17;126;23;0
5399;Poor-D;167.5;71;25.1;82;132;39.8;30.3;31;161;63;1
5400;Poor-D;166.9;65.6;18.3;77;121;43.2;-12.4;46;230;22;1
5401;Poor-D;159.2;46.7;21.9;70;103;22.1;3.7;0;107;63;0
5402;Excellent-A;166.8;80.5;24.9;79;126;56.5;22.7;54;230;32;1
5403;Poor-D;167;69;24.6;80;138;40.9;12.2;25;191;44;1
5404;Poor-D;175.6;85.8;25.6;90;147;43.5;7.2;48;214;26;1
5405;Common-C;159.4;53.1;21.1;68;105;23.3;11.1;38;164;41;0
5406;Excellent-A;177.7;82.76;18.2;86;148;58.8;18.9;50;229;33;1
5407;Excellent-A;176.8;77.9;15.7;75;129;48.1;15.1;49;217;39;1
5408;Poor-D;156;55.1;33.7;94;152;21.3;16.4;0;91;64;0
5409;Good-B;169;56.1;24.4;86;112;26.3;20.4;40;166;28;0
5410;Excellent-A;159.3;59.6;26.22061;78;135;29.3;19.8;33;150;60;0
5411;Common-C;169;65.2;31.6;80;110;36.4;12.2;46;170;32;0
5412;Good-B;161.5;54.26;25.9;85;141;30.2;16.1;32;152;50;0
5413;Common-C;178;85;20.9;73;119;52.2;13;54;199;38;1
5414;Poor-D;162;66.1;33.7;96;145;30.3;20;16;145;54;0
5415;Poor-D;152.7;65.34;39.1;74;110;20.3;13.8;15;120;32;0
5416;Common-C;179.5;69.3;14.8;93;137;50.1;10.8;58;236;27;1
5417;Common-C;174.3;66.7;21.7;79;143;49.9;26.6;32;184;44;1
5418;Excellent-A;164.9;68.1;15.7;78;123;40.6;21;48;194;50;1
5419;Common-C;166.7;56.04;19.9;80;145;35.1;18;24;161;55;1
5420;Poor-D;153.9;48.3;26.5;87;109;21.9;8.3;32;157;28;0
5421;Excellent-A;179;80;20;69;124;52.1;16.4;60;234;27;1
5422;Poor-D;167.5;66;12.8;68;133;38;0.3;44;254;26;1
5423;Common-C;177.9;75.96;21.3;82;139;47.4;9.4;50;203;23;1
5424;Poor-D;158;93.1;47.3;85;135;35.8;-2.8;17;145;42;0
5425;Good-B;170.5;77.2;27.1;81;138;46.8;13.5;46;222;39;1
5426;Good-B;164.5;44;20;76;126;25.5;15.7;53;160;28;0
5427;Common-C;162.3;59.4;20.6;93;146;39.3;15.1;35;176;64;1
5428;Common-C;176.5;76.3;13.2;62;136;51.4;12.5;56;268;23;1
5429;Excellent-A;159;56.8;33;88;151;33.9;26.5;34;156;44;0
5430;Excellent-A;170.2;64.2;25;70;130;37.2;20.3;38;162;21;0
5431;Good-B;176.9;70.9;18.7;80;128;43.3;14.9;45;209;31;1
5432;Poor-D;177.7;84.5;16.4;88;155;41.2;11;44;241;24;1
5433;Excellent-A;157.8;49.2;18.1;86;147;21.4;26.3;27;121;63;0
5434;Poor-D;162.9;68.8;37.3;80;131;10.4;0.5;19;102;55;0
5435;Good-B;166.8;58.2;23.3;94;159;26.7;17.5;30;156;62;0
5436;Poor-D;163.8;55.1;26.8;81;121;19.8;3.6;0;149;49;0
5437;Poor-D;159.5;52.8;29.9;93;127;24.8;13;40;135;23;0
5438;Poor-D;157.8;62;35.3;85;146;33.6;17.5;11;153;51;0
5439;Good-B;178.8;68.6;12.9;71;118;41.2;19.1;43;246;42;1
5440;Poor-D;171;82;27;104;147;42.3;24.5;38;205;45;1
5441;Good-B;168.6;64.5;18.3;68;120;37.1;14.7;45;185;46;1
5442;Excellent-A;165.2;48.3;16.2;78;130;30.1;25.6;37;189;22;0
5443;Common-C;166.3;73.6;24.2;89;158;39.4;8.6;36;183;58;1
5444;Common-C;166.2;61.2;18;68;113;41.5;13.3;27;198;58;1
5445;Excellent-A;175.4;78.8;20.5;82;134;46.5;21.2;69;233;26;1
5446;Poor-D;162.1;70.9;35.7;97;148;30.6;11;42;157;27;0
5447;Poor-D;172.8;73.1;22.5;97;139;37;-1.2;24;156;43;1
5448;Excellent-A;153;52.3;31.9;70;140;22.1;28.4;18;125;64;0
5449;Good-B;160.2;52.8;27.5;58;112;26.2;18.4;44;186;24;0
5450;Excellent-A;154.3;47.2;25.3;67;110;27.3;22;37;190;25;0
5451;Good-B;173.8;67.6;17.1;99;131;37.4;14;41;227;31;1
5452;Excellent-A;164.2;75.1;18.2;91;135;41.4;18;46;218;35;1
5453;Good-B;176.1;69.7;11.6;82;153;54.4;16.6;59;236;46;1
5454;Common-C;165.2;61.6;27.1;63;100;33.4;7.6;25;100;56;1
5455;Poor-D;176.4;79;31;87;138;45.6;14.2;31;193;38;1
5456;Excellent-A;176;75.18;10.5;95;130;49.1;23.8;56;228;44;1
5457;Excellent-A;171.4;62.1;11.5;82;123;34.3;23.4;55;243;28;1
5458;Excellent-A;170.1;54.2;14.1;68;122;42.3;20;55;230;24;1
5459;Poor-D;177.6;89.2;27.2;70;125;46.8;15.8;49;225;45;1
5460;Good-B;162.3;54.2;29.2;69;122;25.1;29.7;28;161;35;0
5461;Common-C;163.4;59.7;15.8;82;128;37.3;10.8;42;211;28;1
5462;Good-B;157.3;56.2;28.1;77;149;25.5;26.3;26;150;53;0
5463;Common-C;153.1;53.8;26.7;94;159;33;13.2;32;144;49;0
5464;Excellent-A;161.5;53.5;23.6;73;122;24;22;33;150;50;0
5465;Poor-D;183.4;77.3;21.2;87;143;49.9;10.5;34;238;23;1
5466;Good-B;157.2;43.9;20.7;71;117;23.1;24.4;40;183;34;0
5467;Good-B;171.6;70.6;22.6;89;128;34.1;11.2;30;186;60;1
5468;Good-B;168.6;69.14;17.3;86;143;43.5;17;46;205;37;1
5469;Poor-D;174.4;83.8;25.9;92;142;45.5;12.4;47;225;37;1
5470;Common-C;165.4;61;32.1;65;113;23.2;21.3;24;170;22;0
5471;Common-C;161.9;63.5;38.8;82;121;24.6;12.8;25;144;22;0
5472;Poor-D;173.8;68.7;19.6;94;144;47.5;3.5;54;223;35;1
5473;Good-B;167.2;71;23;82;154;35;12.2;26;201;64;1
5474;Good-B;157.2;48.5;26.4;54;130;19.2;30.3;37;177;21;0
5475;Good-B;163.8;61.8;31.5;73;117;27.7;20.5;52;200;21;0
5476;Poor-D;163;57.6;24.1;98;148;30.6;16.6;33;148;42;0
5477;Poor-D;166.7;62.3;29;91;147;43.1;16;39;186;22;1
5478;Excellent-A;162.9;54.4;25.1;79;123;25.8;23.1;53;178;28;0
5479;Common-C;181.1;72.12;19.4;87;133;49.4;9.5;42;214;26;1
5480;Poor-D;172.3;72.8;26.2;76;121;28.5;5.6;24;202;42;1
5481;Poor-D;173.5;81.7;20.7;67;134;39;1.8;51;241;24;1
5482;Good-B;178.5;97.8;27.5;90;158;48.3;13.6;44;215;38;1
5483;Poor-D;172.8;62.9;9.2;62;123;43.2;-13.1;61;223;22;1
5484;Good-B;154.1;50.4;32;81;135;26.7;21.1;25;141;35;0
5485;Good-B;153.6;52;24.1;71;115;25.4;22.1;34;157;22;0
5486;Common-C;172.7;73.7;20.3;96;131;37;24.3;60;246;22;1
5487;Poor-D;175.4;89.3;31.3;78;117;34.9;4.8;31;158;24;1
5488;Poor-D;162.3;68.2;36.3;94;137;24.1;4.6;36;168;46;0
5489;Common-C;177;66.4;17.3;69;115;29.9;7.5;47;227;25;1
5490;Poor-D;148.3;62.4;43;93;143;15;5;5;121;58;0
5491;Common-C;180.7;84.5;22.7;90;134;45.9;8.8;54;219;27;1
5492;Excellent-A;157.8;58.5;21.6;52;99;27.6;27.3;47;167;25;0
5493;Excellent-A;153.1;52.78;22.6;81;139;25.8;21.8;32;129;57;0
5494;Poor-D;165.7;68.1;24;92;131;45.4;2.5;21;180;54;1
5495;Excellent-A;169;55.6;28.1;88;139;25.7;26.9;36;169;24;0
5496;Good-B;160;62.2;21.9;89;151;35.2;17.3;44;164;64;1
5497;Excellent-A;162.3;67.3;18;64;130;48.5;15.2;52;219;42;1
5498;Good-B;171.2;69.3;25.4;82;132;38.1;11;51;185;30;1
5499;Common-C;164.5;60.8;19.9;79;154;30.5;3.6;29;174;60;1
5500;Poor-D;163.6;63.7;39.6;77;118;21.2;17.8;15;130;22;0
5501;Poor-D;179.1;98.1;24.8;89;149;41.1;18.4;29;213;42;1
5502;Common-C;164.1;50.9;21.4;84;135;23.5;14.1;48;187;22;0
5503;Excellent-A;179.5;77.9;16.7;93;155;50.6;16.7;57;240;22;1
5504;Poor-D;166;55.7;32.5;63;107;24.6;14;21;130;22;0
5505;Common-C;160;64.2;19.4;72;107;36.1;11.9;37;194;42;1
5506;Good-B;154.2;49.3;30.7;73;130;20;17.3;44;154;29;0
5507;Common-C;177;76.16;20.1;80;120;49.3;9.7;53;218;25;1
5508;Excellent-A;174.9;72.4;23.7;88;138;56.4;18.1;55;220;26;1
5509;Excellent-A;179.7;80.2;18.8;71;153;53.7;26.2;62;240;29;1
5510;Poor-D;147.3;52.1;37.2;83;154;19.2;15.6;3;116;63;0
5511;Poor-D;157.5;46.2;23.6;72;105;23.9;15;23;142;23;0
5512;Poor-D;161.5;46;23.8;83;135;20.2;16.5;20;132;26;0
5513;Poor-D;165.3;69.3;33.2;73;127;26.7;25.1;25;132;47;0
5514;Common-C;165.7;71.1;12.7;68;129;44.5;10.9;64;222;22;1
5515;Poor-D;167.8;52.9;20.6;67;101;31.7;12;20;181;54;1
5516;Good-B;170.3;68.9;18.3;96;147;42.3;13;34;192;60;1
5517;Common-C;166.8;59.5;24.9;81;133;34.7;9.9;28;166;55;1
5518;Poor-D;170.5;66.5;31.6;60;105;27.7;17.1;24;125;51;0
5519;Common-C;180.5;78.7;24.1;81;131;51.5;10.2;41;221;44;1
5520;Good-B;162.5;51.6;23.1;71;119;22.3;15.9;37;156;25;0
5521;Excellent-A;180.2;70.96;15.4;86;140;49.1;16;58;299;26;1
5522;Excellent-A;173.9;76.1;10.7;71;117;49.1;18.6;62;241;24;1
5523;Poor-D;183;90.9;26.3;99;145;36.5;0.2;43;220;41;1
5524;Excellent-A;176.1;82.8;24.9;85;137;46.1;17.6;56;240;21;1
5525;Excellent-A;168.6;70.8;17.4;87;158;46.2;18.3;51;227;35;1
5526;Good-B;174.6;75.6;13.6;83;145;43.2;30.1;60;261;23;1
5527;Poor-D;171.2;69.1;25.4;77;120;25.9;5.2;24;126;59;1
5528;Poor-D;153.1;50.2;38.3;74;118;19.8;16.5;8;130;50;0
5529;Excellent-A;157.9;49.5;21.6;77;117;31.4;21.2;41;165;26;0
5530;Excellent-A;169.5;66.7;16.6;98;150;38.1;24.7;60;254;22;1
5531;Good-B;171.1;62.5;15.2;71;136;44.3;12;52;226;36;1
5532;Poor-D;169.2;57.48;8.1;95;141;39.3;4.3;51;242;23;1
5533;Common-C;175;65.5;10.8;76;116;39.4;9;40;189;39;1
5534;Poor-D;155;91.9;48.6;93;158;21.3;4.6;4.6;116;40;0
5535;Excellent-A;175;70.3;14.2;89;142;52.4;27;64;250;30;1
5536;Excellent-A;169.7;64.4;17.6;89;142;34.3;25.3;51;216;55;1
5537;Common-C;164.2;55.9;31.8;63;100;17.5;11.1;27;130;22;0
5538;Good-B;162.3;70.2;27.3;67;125;41.7;14.2;44;210;33;1
5539;Poor-D;170.4;87.7;29;82;149;43.3;6.5;35;182;50;1
5540;Common-C;168.3;68;23.2;63;127;36.1;5.1;23;174;60;1
5541;Excellent-A;178.3;85.7;30.3;88;149;54.8;25.8;52;234;50;1
5542;Excellent-A;171;69.8;16;64;138;45.2;20.2;64;238;21;1
5543;Poor-D;189.1;117.4;37.1;91;131;48.3;-3;25;179;32;1
5544;Excellent-A;176.7;74.88;21;65;133;47.7;15.2;52;231;26;1
5545;Good-B;178.2;81.9;21.1;80;126;46;12.2;45;215;35;1
5546;Excellent-A;183.5;75.4;17.2;80;143;46.5;21;34;188;64;1
5547;Excellent-A;173.1;71.2;21.5;73;139;51.1;17.6;55;212;27;1
5548;Poor-D;165.4;62.5;19.8;84;142;34.2;0.1;29;200;60;1
5549;Good-B;151.9;58.6;39.2;89;132;28.4;19;19;149;53;0
5550;Poor-D;160.8;59.6;33.9;66;116;24.8;6.4;12;141;57;0
5551;Poor-D;168.3;67.2;19.1;68;105;39.7;-8.4;48;196;21;1
5552;Common-C;180.7;66.8;20.2;82;139;40.2;5.9;30;191;55;1
5553;Good-B;155.3;54.3;24.5;66;132;23.7;19.8;46;203;21;0
5554;Common-C;179.3;79.3;20.9;51;137;56.4;20.2;30;235;51;1
5555;Good-B;156.1;53.8;31.1;81;122;23.7;21.1;42;160;37;0
5556;Poor-D;169.5;55.56;27.3;65;112;22.8;8.1;23;142;42;0
5557;Common-C;176.7;69;23.8;85;130;33.7;2.8;38;179;62;1
5558;Poor-D;175;95.7;36.6;81;128;52.6;6.5;42;204;31;1
5559;Common-C;164.6;66.6;25.1;87;124;43.1;6.5;43;218;31;1
5560;Excellent-A;163.1;58.2;12.4;99;160;42.4;24.1;57;227;58;1
5561;Common-C;180.3;70.5;18.8;76;142;49.9;13.8;45;226;33;1
5562;Poor-D;175;67;18.1;71;113;40.5;-10.2;44;239;28;1
5563;Common-C;172.5;74.1;20.4;96;129;44.3;22.5;33;195;38;1
5564;Good-B;155.7;45.8;18.7;63;122;27;31.4;35;152;39;0
5565;Common-C;164.5;67.6;23.2;93;147;35.1;10.1;23;153;64;1
5566;Excellent-A;163;60.1;13.9;90;140;45;22.5;33;201;62;1
5567;Good-B;160.1;43.7;18.4;62;127;25.2;20.8;16;144;57;0
5568;Poor-D;163.9;62.1;30.1;93;149;25.3;-3;19;130;57;0
5569;Good-B;157.1;52.1;25.2;73;116;22.6;14.7;41;167;28;0
5570;Excellent-A;164;59.1;25.8;71;114;28.8;24.5;57;190;21;0
5571;Poor-D;159.3;66.7;42;70;126;18.5;11;0;85;54;0
5572;Excellent-A;170;62.98;28.7;66;121;34.6;24.5;48;189;26;0
5573;Common-C;158;52.4;30.2;60;110;25.8;15.1;22;116;49;0
5574;Common-C;172.5;74.2;27.2;88;143;41.3;8;31;179;50;1
5575;Common-C;170.4;66.9;17.2;78;122;39.1;9.1;42;199;26;1
5576;Common-C;165.3;63.5;24.3;72;125;40.1;14.8;51;238;26;1
5577;Common-C;167.7;67.8;22.4;71;125;41.9;11.6;55;174;29;1
5578;Excellent-A;160.8;56.9;31.3;79;129;30.1;18.9;33;169;41;0
5579;Poor-D;158.2;64.4;38.8;80;116;25.1;23.3;5;132;55;0
5580;Poor-D;148.2;51.96;38.8;68;118;20.2;13.2;2;98;63;0
5581;Good-B;172.5;70.3;18.3;81;141;41;20.4;41;220;37;1
5582;Poor-D;160.7;63.6;33.4;80;134;16.6;10.6;0;111;50;0
5583;Common-C;173.2;73.7;20.5;71;135;37.1;7.3;44;209;22;1
5584;Good-B;178.9;71.4;26.6;85;130;55.3;19.1;45;211;28;1
5585;Common-C;182.1;82.6;18.8;97;154;47.8;18.9;53;260;27;1
5586;Excellent-A;172.4;74.02;19.9;76;129;45.6;22.2;55;230;26;1
5587;Poor-D;170.1;81;37.2;79;151;39;-1;47;160;21;1
5588;Common-C;159.6;49.5;27.6;51;106;20.7;17.5;25;125;38;0
5589;Excellent-A;168.3;60.5;19.8;73;112;32.1;19.6;44;198;30;0
5590;Common-C;153.5;50.78;33.7;63;136;28.4;22.5;10;160;55;0
5591;Excellent-A;154.3;53.3;30.7;74;113;23.4;19.8;28;132;62;0
5592;Common-C;178.6;77;25.2;84;150;32.7;10.5;53;238;23;1
5593;Excellent-A;161.8;62.28;28.6;83;140;30;34.5;49;171;21;0
